DATE,PRODUCT_ID,SELLING_PRICE,COST_PRICE,COMPETITOR_PRICE,SALES,IS_PROMOTION,QUANTITY,CATEGORY,SUBCATEGORY,BRAND,PRODUCT_NAME,DAY_OF_WEEK,MONTH,SEASON,IS_HOLIDAY,IS_WEEKEND
2020-02-23,42,461.78480180,358.020964300,500.25728810,1051945.7780000,0,570,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Sunday,February,Winter,0,1
2020-02-23,43,501.50807650,204.426378300,473.00741670,1237721.9330000,1,1039,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Sunday,February,Winter,0,1
2020-02-23,44,242.59076650,178.884975300,235.17302560,193587.4316000,0,323,Meat,Fish,FreshFare,FreshFare Premium Snack,Sunday,February,Winter,0,1
2020-02-23,45,171.80310790,113.876144000,177.27880920,418168.7646000,0,692,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Sunday,February,Winter,0,1
2020-02-23,46,300.44045160,276.002183500,298.03354330,216918.0061000,0,639,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Sunday,February,Winter,0,1
2020-02-23,47,198.28639410,131.599541600,189.89648790,201657.2628000,0,229,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Sunday,February,Winter,0,1
2020-02-23,48,311.42202400,185.981937600,332.60337450,1331329.1530000,0,779,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Sunday,February,Winter,0,1
2020-02-23,49,359.20923740,149.876773900,325.31404280,769426.1866000,0,954,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Sunday,February,Winter,0,1
2020-02-23,50,361.69495290,223.189463900,382.29254470,436204.1131000,0,260,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Sunday,February,Winter,0,1
2020-02-23,51,213.26144950,141.414222400,197.77490420,433347.2655000,0,769,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Sunday,February,Winter,0,1
2020-02-23,52,100.35721860,49.080981420,97.58943652,227610.1718000,0,631,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Sunday,February,Winter,0,1
2020-02-23,53,236.72796390,109.039624800,247.69972900,1154285.5520000,0,879,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Sunday,February,Winter,0,1
2020-02-23,54,86.29500511,38.951246350,85.72943085,64634.9588300,1,420,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Sunday,February,Winter,0,1
2020-02-23,55,471.21903710,256.977390100,510.49753810,315716.7549000,0,925,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Sunday,February,Winter,0,1
2020-02-23,56,182.57124940,135.355422600,170.99241110,159932.4145000,1,418,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Sunday,February,Winter,0,1
2020-02-23,57,93.35659954,55.254362010,100.42611820,198662.8438000,0,674,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Sunday,February,Winter,0,1
2020-02-23,58,24.54636251,11.688120970,23.00288587,40894.2399400,1,676,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Sunday,February,Winter,0,1
2020-02-23,59,351.26937670,224.987124800,345.16031720,563436.0802000,0,678,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Sunday,February,Winter,0,1
2020-02-23,60,346.27266040,254.609096200,333.98709590,574812.6163000,0,105,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Sunday,February,Winter,0,1
2020-02-23,61,180.45310580,108.904172800,174.99444360,30316.1217700,1,963,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Sunday,February,Winter,0,1
2020-02-23,62,49.16366298,32.707256040,49.46347816,94590.8875700,1,469,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Sunday,February,Winter,0,1
2020-02-23,63,213.03254230,148.998050300,207.02094470,494022.4656000,0,611,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Sunday,February,Winter,0,1
2020-02-23,64,177.78594860,69.816574700,180.67185780,230410.5894000,0,228,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Sunday,February,Winter,0,1
2020-02-23,65,376.02321510,333.505049200,400.91965820,384295.7258000,0,402,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Sunday,February,Winter,0,1
2020-02-23,66,309.17378940,135.693343400,338.28699950,250430.7694000,0,1520,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Sunday,February,Winter,0,1
2020-02-23,67,199.77987960,84.286018920,191.09362530,19977.9879600,1,824,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Sunday,February,Winter,0,1
2020-02-23,68,122.99180320,57.574694930,132.24910140,29764.0163600,1,113,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Sunday,February,Winter,0,1
2020-02-23,69,515.34386440,353.022775900,519.89316040,1027595.6660000,0,292,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Sunday,February,Winter,0,1
2020-02-23,70,245.88080520,116.665857800,264.39021330,608800.8736000,0,1198,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Sunday,February,Winter,0,1
2020-02-23,71,382.76147740,177.025856500,359.11443430,250326.0062000,0,484,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Sunday,February,Winter,0,1
2020-02-23,72,85.08891666,44.137796710,79.73475831,252884.2603000,0,146,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Sunday,February,Winter,0,1
2020-02-23,73,269.64318410,246.183694100,281.07950920,642559.7076000,0,174,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Sunday,February,Winter,0,1
2020-02-23,74,24.62516870,9.853467638,25.30269712,16178.7358300,0,364,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Sunday,February,Winter,0,1
2020-02-23,75,275.83602790,138.515746500,274.81770220,701175.1829000,0,571,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Sunday,February,Winter,0,1
2020-02-23,76,516.52339220,173.716956600,502.47199940,879122.8135000,0,1048,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Sunday,February,Winter,0,1
2020-02-23,77,216.00711040,152.923379700,223.01375190,175829.7878000,0,293,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Sunday,February,Winter,0,1
2020-02-23,78,30.29782477,18.488083630,27.40695816,42326.0612000,0,180,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Sunday,February,Winter,0,1
2020-02-23,79,25.83891042,21.797798270,26.96420635,39249.3049300,0,572,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Sunday,February,Winter,0,1
2020-02-23,80,220.17473040,93.946117310,212.45719210,343472.5794000,0,319,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Sunday,February,Winter,0,1
2020-02-23,81,97.22746321,45.146398230,102.31721020,29168.2389600,0,88,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Sunday,February,Winter,0,1
2020-02-23,82,22.12747499,14.731377290,23.42406407,40891.5737800,0,1637,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Sunday,February,Winter,0,1
2020-02-23,83,406.67200500,167.908691400,408.94139680,999599.7882000,0,335,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Sunday,February,Winter,0,1
2020-02-23,84,253.97196530,109.014183400,237.54111580,319496.7323000,0,822,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Sunday,February,Winter,0,1
2020-02-23,85,154.63820980,68.292614070,165.51306010,323503.1348000,0,1366,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Sunday,February,Winter,0,1
2020-02-23,86,477.53705280,269.326513400,447.48150030,826139.1013000,0,677,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Sunday,February,Winter,0,1
2020-02-23,87,72.87407392,49.139226830,74.28657834,166881.6293000,1,1475,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Sunday,February,Winter,0,1
2020-02-23,88,500.60520970,173.721827800,491.93712560,434525.3220000,0,463,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Sunday,February,Winter,0,1
2020-02-23,89,176.02778700,94.422445110,166.55823100,27108.2792000,0,489,Dairy,Milk,DairyPeak,DairyPeak Premium Non-Dairy,Sunday,February,Winter,0,1
2020-02-23,90,456.17509880,421.003500700,418.31577900,1670969.3870000,0,176,Meat,Chicken,PrimeCut,PrimeCut Premium Wings,Sunday,February,Winter,0,1
2020-02-23,91,313.87976490,233.914800000,300.69929540,663541.8229000,0,560,Beverages,Juices,QuenchWell,QuenchWell Zesty Nectar,Sunday,February,Winter,0,1
2020-02-23,92,447.83693170,160.989883900,426.97004920,132559.7318000,1,242,Personal Care,Shampoo,FreshAura,FreshAura Balancing Rinse,Sunday,February,Winter,0,1
2020-02-23,93,524.74352050,364.525077600,482.68547680,416646.3553000,1,598,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Sunday,February,Winter,0,1
2020-02-23,94,165.58760760,78.642412240,154.19550150,177675.5030000,0,499,Snacks,Chips,NibbleNest,NibbleNest Spicy Stacks,Sunday,February,Winter,0,1
2020-02-23,95,497.35160930,255.718380400,487.48208510,172083.6568000,0,133,Snacks,Nuts,NibbleNest,NibbleNest Savory Mix,Sunday,February,Winter,0,1
2020-02-23,96,218.85978920,95.984895090,221.92551400,87543.9156700,0,1310,Dairy,Cheese,CreamyPath,CreamyPath Premium Wheel,Sunday,February,Winter,0,1
2020-02-23,97,199.47952030,159.152065900,218.57018880,990814.7776000,0,1797,Bakery,Cakes,SweetCrust,SweetCrust Fresh Pound,Sunday,February,Winter,0,1
2020-02-23,98,179.49817890,134.722052600,162.98548990,580676.6087000,1,64,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Sunday,February,Winter,0,1
2020-02-23,99,302.14530980,212.994229100,279.53114060,56199.0276200,0,109,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Sunday,February,Winter,0,1
2020-02-23,100,89.15529069,53.435527750,92.36615180,152812.1682000,0,79,Snacks,Nuts,CrunchTime,CrunchTime Sweet Selection,Sunday,February,Winter,0,1
2020-02-24,1,387.72413550,166.972339600,381.78020440,353992.1357000,0,91,Bakery,Bread,GoldenLoaf,GoldenLoaf Rich Pita,Monday,February,Winter,0,0
2020-02-24,2,43.32503753,27.431565940,42.53430112,151984.2317000,0,128,Bakery,Cakes,BakeHouse,BakeHouse Fresh Pound,Monday,February,Winter,0,0
2020-02-24,3,46.86821915,24.483750630,46.44687561,85440.7635100,0,321,Beverages,Soft Drinks,QuenchWell,QuenchWell Sparkling Soda,Monday,February,Winter,0,0
2020-02-24,4,182.66261030,112.044533700,198.95752460,68315.8162400,1,990,Cleaning,Wipes,ShineGuard,ShineGuard Mega Pad,Monday,February,Winter,0,0
2020-02-24,5,484.51925040,280.542245300,457.91941180,715634.9329000,1,775,Cleaning,Disinfectants,GermBuster,GermBuster Total Gel,Monday,February,Winter,0,0
2020-02-24,6,338.53766040,291.196602900,320.39588080,1129700.1730000,0,265,Snacks,Chips,NibbleNest,NibbleNest Fiery Bites,Monday,February,Winter,0,0
2020-02-24,7,333.89465090,185.087710300,309.34043600,311189.8147000,1,462,Personal Care,Shampoo,GlowMist,GlowMist Gentle Rinse,Monday,February,Winter,0,0
2020-02-24,8,191.69180310,84.701566960,174.85276390,900568.0908000,0,362,Cereals,Granola,MorningCrunch,MorningCrunch Multi-Grain Bites,Monday,February,Winter,0,0
2020-02-24,9,287.69769870,182.262558500,313.61189070,174344.8054000,0,1007,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Cold Slice,Monday,February,Winter,0,0
2020-02-24,10,14.31121695,7.957427077,14.82768399,9230.7349330,1,552,Personal Care,Shampoo,EssencePure,EssencePure Revitalizing Cleanser,Monday,February,Winter,0,0
2020-02-24,11,308.47357740,238.076118200,303.66659840,169351.9940000,0,48,Frozen,Ice Cream,ChillFactor,ChillFactor Velvety Sundae,Monday,February,Winter,0,0
2020-02-24,12,452.55828410,267.299333100,472.47284300,118117.7122000,0,913,Snacks,Nuts,CrunchTime,CrunchTime Spicy Cluster,Monday,February,Winter,0,0
2020-02-24,13,320.55073170,154.848704800,348.20829350,574747.4619000,0,1076,Meat,Chicken,SavorSelect,SavorSelect Premium Breast,Monday,February,Winter,0,0
2020-02-24,14,443.79198770,201.607193400,456.93146940,330625.0309000,0,139,Cereals,Granola,DayStart,DayStart Crunchy Bites,Monday,February,Winter,0,0
2020-02-24,15,380.24982010,196.837291900,379.81844370,482156.7719000,0,443,Frozen,Frozen Pizza,ChillFactor,ChillFactor Chilly Pizza,Monday,February,Winter,0,0
2020-02-24,16,67.23194562,33.190037890,68.94567645,101116.8462000,0,1075,Snacks,Chips,SnackSphere,SnackSphere Sweet Wedges,Monday,February,Winter,0,0
2020-02-24,17,462.44955700,306.735491200,479.04312210,592397.8825000,0,1263,Snacks,Chips,CrunchTime,CrunchTime Zesty Crisps,Monday,February,Winter,0,0
2020-02-24,18,42.66153628,33.427902520,44.48924897,94196.6721000,0,406,Meat,Fish,PrimeCut,PrimeCut Premium Steaks,Monday,February,Winter,0,0
2020-02-24,19,262.16793200,158.061679600,282.49524700,558942.0310000,0,1064,Dairy,Cheese,CreamyPath,CreamyPath Premium Spread,Monday,February,Winter,0,0
2020-02-24,20,78.64344020,47.995499850,81.44668670,193305.5760000,0,888,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Cold Broccoli,Monday,February,Winter,0,0
2020-02-24,21,16.51633648,10.099472840,16.07000635,39705.2729100,0,803,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Monday,February,Winter,0,0
2020-02-24,22,218.04279590,193.601554800,200.77793690,179231.1782000,1,36,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Monday,February,Winter,0,0
2020-02-24,23,161.42575480,131.881309700,175.07166570,401143.0007000,0,381,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Monday,February,Winter,0,0
2020-02-24,24,245.41452560,198.240728200,246.00936580,133505.5019000,0,173,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Monday,February,Winter,0,0
2020-02-24,25,286.04675180,209.334888800,291.20872900,1149049.8020000,1,753,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Monday,February,Winter,0,0
2020-02-24,26,32.71892903,18.158718990,30.49371436,144552.2285000,1,291,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Monday,February,Winter,0,0
2020-02-24,27,67.14319340,34.641207170,73.77671527,250309.8250000,0,51,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Monday,February,Winter,0,0
2020-02-24,28,279.87426090,173.625646300,290.88092820,469629.0098000,1,240,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Monday,February,Winter,0,0
2020-02-24,29,181.21323890,115.379298000,183.53972150,86619.9281800,0,761,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Monday,February,Winter,0,0
2020-02-24,30,359.44636900,246.000134700,330.95207430,1012919.8680000,0,110,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Monday,February,Winter,0,0
2020-02-24,31,322.88354270,240.048098300,332.97209230,1420687.5880000,0,940,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Monday,February,Winter,0,0
2020-02-24,32,404.57363960,203.664892000,365.86726360,2009921.8420000,0,358,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Monday,February,Winter,0,0
2020-02-24,33,349.96432700,215.521428500,374.90383360,1265471.0060000,1,641,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Monday,February,Winter,0,0
2020-02-24,34,228.54979900,92.403697690,248.39825930,442243.8611000,0,660,Meat,Beef,FreshFare,FreshFare Premium Ribs,Monday,February,Winter,0,0
2020-02-24,35,343.40076950,140.458364100,333.16778670,1493449.9460000,0,41,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Monday,February,Winter,0,0
2020-02-24,36,139.29614520,116.735453300,150.67863860,152111.3905000,0,911,Snacks,Nuts,CrunchTime,CrunchTime Crunchy Selection,Monday,February,Winter,0,0
2020-02-24,37,159.31059780,93.041018280,173.92244350,166638.8853000,0,230,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Monday,February,Winter,0,0
2020-02-24,38,397.02790900,258.759264500,361.77204590,648743.6033000,0,324,Frozen,Ice Cream,ChillFactor,ChillFactor Chilly Treat,Monday,February,Winter,0,0
2020-02-24,39,236.68988930,121.808043500,227.29295110,333732.7439000,1,618,Cleaning,Detergents,SparkleClean,SparkleClean Total Liquid,Monday,February,Winter,0,0
2020-02-24,40,401.99990290,328.324103400,379.82011180,955955.7690000,0,473,Beverages,Juices,RefreshFlow,RefreshFlow Bold Blend,Monday,February,Winter,0,0
2020-02-24,41,407.53276860,264.158105200,378.09943900,189095.2046000,0,456,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Monday,February,Winter,0,0
2020-02-24,42,445.84366530,391.395464400,424.52147820,255022.5765000,0,239,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Monday,February,Winter,0,0
2020-02-24,43,438.15797620,175.591249700,423.60537180,648035.6468000,1,703,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Monday,February,Winter,0,0
2020-02-24,44,212.79726500,182.343971000,220.12590180,37239.5213800,0,436,Meat,Fish,FreshFare,FreshFare Premium Snack,Monday,February,Winter,0,0
2020-02-24,45,173.42394150,120.165246600,170.67559460,686932.2321000,0,352,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Monday,February,Winter,0,0
2020-02-24,46,303.89276690,253.685696400,299.37143880,123076.5706000,0,574,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Monday,February,Winter,0,0
2020-02-24,47,193.19114610,136.764626400,195.66977970,767934.8056000,0,338,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Monday,February,Winter,0,0
2020-02-24,48,318.35930280,170.613824800,349.38532250,68765.6094000,0,580,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Monday,February,Winter,0,0
2020-02-24,49,346.26675950,140.207054200,365.64085640,850431.1614000,0,1199,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Monday,February,Winter,0,0
2020-02-24,50,349.00386520,214.069275700,357.30686570,1412418.6420000,0,203,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Monday,February,Winter,0,0
2020-02-24,51,184.89993280,109.041522200,189.35274720,22557.7918000,0,979,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Monday,February,Winter,0,0
2020-02-24,52,94.90433822,52.276116520,91.90667664,33691.0400700,0,542,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Monday,February,Winter,0,0
2020-02-24,53,227.53504770,116.104642500,220.54711700,588860.7035000,0,364,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Monday,February,Winter,0,0
2020-02-24,54,82.11563099,32.386121840,82.64296308,85728.7187600,1,508,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Monday,February,Winter,0,0
2020-02-24,55,442.81896830,287.887933900,486.77098480,764305.5392000,0,706,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Monday,February,Winter,0,0
2020-02-24,56,183.04715300,155.938778300,188.73997650,282990.8985000,1,482,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Monday,February,Winter,0,0
2020-02-24,57,89.67237625,59.593688630,88.05983407,293408.0151000,0,291,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Monday,February,Winter,0,0
2020-02-24,58,23.03073302,11.052845460,22.36908087,49792.4448000,1,612,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Monday,February,Winter,0,0
2020-02-24,59,314.62978570,192.533582300,291.80511160,606606.2268000,0,507,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Monday,February,Winter,0,0
2020-02-24,60,328.19650000,263.742116100,340.82762420,547759.9585000,0,124,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Monday,February,Winter,0,0
2020-02-24,61,175.72823780,134.236022800,167.61452180,62734.9809000,1,757,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Monday,February,Winter,0,0
2020-02-24,62,45.90090302,32.138722360,43.76877223,20839.0099700,1,197,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Monday,February,Winter,0,0
2020-02-24,63,202.71694990,131.257588800,204.35425670,283803.7298000,0,766,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Monday,February,Winter,0,0
2020-02-24,64,158.15542520,57.792198850,168.64752550,121779.6774000,0,189,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Monday,February,Winter,0,0
2020-02-24,65,349.67086390,305.336463700,382.79171200,50702.2752600,0,339,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Monday,February,Winter,0,0
2020-02-24,66,305.99782440,174.758264600,322.62624980,1223991.2980000,0,1379,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Monday,February,Winter,0,0
2020-02-24,67,192.98478600,98.598204320,199.06675910,912239.0836000,1,873,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Monday,February,Winter,0,0
2020-02-24,68,117.40086800,61.495208270,125.92894580,127849.5453000,1,98,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Monday,February,Winter,0,0
2020-02-24,69,517.90359250,376.339685400,523.78062530,218555.3160000,0,239,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Monday,February,Winter,0,0
2020-02-24,70,225.99076160,112.626173700,215.60512830,749837.3471000,0,552,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Monday,February,Winter,0,0
2020-02-24,71,347.93445870,209.775580700,381.33961950,254688.0237000,0,574,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Monday,February,Winter,0,0
2020-02-24,72,80.24913782,40.361108970,83.23576196,166597.2101000,0,206,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Monday,February,Winter,0,0
2020-02-24,73,245.98180140,199.287830600,257.41819870,685059.3168000,0,157,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Monday,February,Winter,0,0
2020-02-24,74,23.28591966,9.104782326,23.95150473,33624.8680000,0,280,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Monday,February,Winter,0,0
2020-02-24,75,253.23245390,120.062707600,244.12218830,356044.8301000,0,444,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Monday,February,Winter,0,0
2020-02-24,76,496.60155910,200.339755100,459.43557460,879977.9628000,0,779,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Monday,February,Winter,0,0
2020-02-24,77,200.23177010,133.712659100,217.75585060,172199.3223000,0,246,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Monday,February,Winter,0,0
2020-02-24,78,27.80064834,17.261481390,27.77321038,133415.3114000,0,157,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Monday,February,Winter,0,0
2020-02-24,79,24.75745337,20.946453950,24.94951382,35502.1881300,0,412,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Monday,February,Winter,0,0
2020-02-24,80,205.83748520,101.932152500,195.37256810,226421.2337000,0,205,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Monday,February,Winter,0,0
2020-02-24,81,90.01246596,72.295707100,84.39731668,147440.4192000,0,48,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Monday,February,Winter,0,0
2020-02-24,82,20.53266030,15.864351450,22.50495734,39258.4464900,0,1206,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Monday,February,Winter,0,0
2020-02-24,83,367.68638810,155.695198100,363.55501510,897522.4735000,0,147,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Monday,February,Winter,0,0
2020-02-24,84,225.24335420,116.664856500,218.74284150,68248.7363300,0,639,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Monday,February,Winter,0,0
2020-02-24,85,147.41865000,67.765147340,135.04821060,447120.7653000,0,647,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Monday,February,Winter,0,0
2020-02-24,86,462.95556070,229.499587300,466.55043620,840727.2982000,0,935,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Monday,February,Winter,0,0
2020-02-24,87,64.16882748,60.992534570,65.60946250,150604.2381000,1,1372,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Monday,February,Winter,0,0
2020-02-24,88,481.22831520,197.059953800,491.27190040,891716.0680000,0,598,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Monday,February,Winter,0,0
2020-02-24,89,158.12358570,105.577477400,165.55662450,191803.9095000,0,523,Dairy,Milk,DairyPeak,DairyPeak Premium Non-Dairy,Monday,February,Winter,0,0
2020-02-24,90,466.02445620,430.241133600,444.37231150,1055079.3690000,0,133,Meat,Chicken,PrimeCut,PrimeCut Premium Wings,Monday,February,Winter,0,0
2020-02-24,91,305.45306060,234.688312100,302.16674320,629844.2110000,0,375,Beverages,Juices,QuenchWell,QuenchWell Zesty Nectar,Monday,February,Winter,0,0
2020-02-24,92,397.15356290,179.473145300,398.84078340,672380.9820000,1,340,Personal Care,Shampoo,FreshAura,FreshAura Balancing Rinse,Monday,February,Winter,0,0
2020-02-24,93,482.10297490,377.773060300,440.91520710,1205739.5400000,1,463,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Monday,February,Winter,0,0
2020-02-24,94,152.94729690,74.663659090,163.26646910,263069.3506000,0,564,Snacks,Chips,NibbleNest,NibbleNest Spicy Stacks,Monday,February,Winter,0,0
2020-02-24,95,503.71798990,225.675565600,479.78270850,983257.5163000,0,101,Snacks,Nuts,NibbleNest,NibbleNest Savory Mix,Monday,February,Winter,0,0
2020-02-24,96,206.85072170,160.987262100,187.99094990,737215.9720000,0,629,Dairy,Cheese,CreamyPath,CreamyPath Premium Wheel,Monday,February,Winter,0,0
2020-02-24,97,198.16621400,138.977476700,182.54768930,65196.6844000,0,766,Bakery,Cakes,SweetCrust,SweetCrust Fresh Pound,Monday,February,Winter,0,0
2020-02-24,98,176.70572990,126.041220500,184.79855980,355355.2228000,1,70,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Monday,February,Winter,0,0
2020-02-24,99,279.84818300,193.364537200,302.71590700,528073.5213000,0,145,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Monday,February,Winter,0,0
2020-02-24,100,87.50590591,66.175046920,91.77606332,200913.5600000,0,69,Snacks,Nuts,CrunchTime,CrunchTime Sweet Selection,Monday,February,Winter,0,0
2020-02-25,1,363.12555000,193.242148600,354.55158830,1754259.5320000,0,103,Bakery,Bread,GoldenLoaf,GoldenLoaf Rich Pita,Tuesday,February,Winter,0,0
2020-02-25,2,44.00604919,29.964144310,42.94032410,4972.6835590,0,152,Bakery,Cakes,BakeHouse,BakeHouse Fresh Pound,Tuesday,February,Winter,0,0
2020-02-25,3,51.53177324,23.404031200,49.88482831,92344.9376400,0,361,Beverages,Soft Drinks,QuenchWell,QuenchWell Sparkling Soda,Tuesday,February,Winter,0,0
2020-02-25,4,189.88079610,144.690731900,201.24341740,180956.3987000,1,854,Cleaning,Wipes,ShineGuard,ShineGuard Mega Pad,Tuesday,February,Winter,0,0
2020-02-25,5,458.58614310,388.144204600,498.65482780,2185162.9720000,1,1137,Cleaning,Disinfectants,GermBuster,GermBuster Total Gel,Tuesday,February,Winter,0,0
